1.1.11 Pacific Northwest	1.1.10.5.24.7	1.1.11 Pacific Northwest
paçoca de carne seca	1.7.6.3.18.14	dried meat paçoca
Pacú	1.8.1.3.6.13	Pacú
Pacú	1.8.1.5.6.1	Pacú
Pacú	1.8.6.1.6.12	Pacú
Pacú	1.8.6.2.6.13	Pacú
Pacú	1.8.6.3.6.14	Pacú
Pacú	1.8.6.4.6.18	Pacú
pacu	1.7.1.1.6.6	pacu
pacu	1.7.6.1.6.14	pacu
pacu	1.7.6.2.6.2	pacu
pacu	1.7.6.3.6.1	pacu
pacú	1.6.5.1.18.7	they sleep
pacú	1.6.5.1.6.11	they sleep
pacú	1.6.5.2.6.5	they sleep
pacú	1.6.5.3.6.14	they sleep
pacu assado	1.7.6.2.18.9	pacu assado
pacu na telha	1.7.6.2.18.10	pacu on the tile
pacupeva	1.7.6.2.6.5	pacupeva
padarazi dough	4.6.1.3.23.2	padarazi dough
Paddlefish	1.1.3.5.6.10	Paddlefish
paddlefish	1.1.6.5.6.16	paddlefish
paddlefish	1.1.7.2.6.16	paddlefish
paddlefish	1.1.7.3.6.16	paddlefish
paddy fish	6.4.2.4.6.7	paddy fish
Paddy husk ash	5.5.5.5.21.5	Paddy husk ash
Paddy husk smoke	5.6.2.3.24.2	Paddy husk smoke
Paddy husk smoke	5.6.3.2.24.4	Paddy husk smoke
Paddy melon	9.1.5.3.3.12	Paddy melon
Paddy rice	3.6.2.1.1.2	Paddy rice
Paddy rice	3.6.2.5.1.3	Paddy rice
Paddy rice	3.6.4.1.1.5	Paddy rice
Paddy rice	3.6.4.3.1.5	Paddy rice
Paddy rice	3.6.5.2.1.7	Paddy rice
Paddy rice	5.3.3.1.1.6	Paddy rice
Paddy rice	5.3.3.4.1.6	Paddy rice
Paddy rice	5.3.4.2.1.12	Paddy rice
Paddy rice	5.3.4.4.1.11	Paddy rice
Paddy rice	5.4.1.3.1.2	Paddy rice
Paddy rice	5.4.2.3.1.3	Paddy rice
Paddy rice	5.4.3.1.1.6	Paddy rice
Paddy rice	5.4.4.2.1.6	Paddy rice
Paddy rice	5.4.5.1.1.2	Paddy rice
Paddy rice	5.4.5.2.1.2	Paddy rice
Paddy rice	5.4.5.3.1.2	Paddy rice
Paddy rice	5.6.2.4.1.1	Paddy rice
Paddy rice	5.6.2.5.1.1	Paddy rice
Paddy rice	5.6.3.1.1.1	Paddy rice
Paddy rice	5.6.3.2.1.1	Paddy rice
Paddy rice	5.6.3.3.1.1	Paddy rice
Paddy rice	5.6.3.4.1.11	Paddy rice
Paddy rice	5.6.4.1.1.1	Paddy rice
Paddy rice	5.6.4.2.1.1	Paddy rice
Paddy rice	5.6.4.3.1.1	Paddy rice
Paddy rice	5.6.5.1.1.3	Paddy rice
Paddy rice	5.6.5.2.1.2	Paddy rice
Paddy rice	5.6.5.3.1.1	Paddy rice
Paddy rice	7.5.1.3.1.2	Paddy rice
paddy rice	4.1.1.2.1.3	paddy rice
paddy rice	4.2.3.4.1.6	paddy rice
Paddy straw smoke	5.6.2.2.24.2	Paddy straw smoke
Paddy-straw smoke	5.6.4.2.24.4	Paddy-straw smoke
padek	7.1.5.1.13.1	padek
padek	7.1.5.1.14.1	padek
padek	7.1.5.2.13.1	padek
padek	7.1.5.2.14.1	padek
padek	7.1.5.2.18.7	padek
padek	7.1.5.2.6.17	padek
padek	7.1.5.3.13.1	padek
padek	7.1.5.3.14.1	padek
padek	7.1.5.3.18.11	padek
padek	7.1.5.3.6.19	padek
padek	7.1.5.4.13.1	padek
padek	7.1.5.4.14.1	padek
padek	7.1.5.4.6.11	padek
padek broth	7.1.5.1.16.7	padek broth
padek broth	7.1.5.2.16.9	padek broth
padek broth	7.1.5.3.16.8	padek broth
paella de ferro	2.2.6.1.23.6	iron pan
paella de ferro	2.2.6.2.23.7	iron pan
paellera	2.2.6.3.23.8	paellera
Pafitiko Loukaniko	2.7.3.1.14.7	Pafitiko Loukaniko
Pafitiko Loukaniko	2.7.3.1.18.11	Pafitiko Loukaniko
Pafos cheese	2.7.3.1.11.6	Pafos cheese
Pafos cheese	2.7.3.1.18.10	Pafos cheese
Pafos gum	2.7.3.1.18.14	Pafos gum
Pafos peanuts	2.7.3.1.18.9	Pafos peanuts
Pafos peanuts	2.7.3.1.5.2	Pafos peanuts
Pag lamb	2.6.2.4.18.2	Pag lamb
Pag lamb	2.6.2.4.6.1	Pag lamb
Pag sea salt	2.6.2.4.21.1	Pag sea salt
Pag sea salt	2.6.2.4.8.1	Pag sea salt
Pag sheep cheese	2.6.2.4.11.5	Pag sheep cheese
Pagadebit di Romagna DOC	2.4.2.4.20.4	Pagadebit di Romagna DOC
Pagana sweets	7.4.4.2.18.7	Pagana sweets
Pagar Alam coffee	7.3.1.3.20.2	Pagar Alam coffee
Pagasitic Gulf anchovies	2.7.1.4.6.17	Pagasitic Gulf anchovies
Pagasitic Gulf sardines	2.7.1.4.6.18	Pagasitic Gulf sardines
paglia	2.4.3.1.24.4	paglia
paglia	2.4.5.1.24.4	paglia
paglia	2.4.5.4.24.6	paglia
pagliarelle	2.4.5.1.23.6	pagliarelle
Paglierina	2.4.1.1.11.17	Paglierina
Pahatr	9.3.5.3.18.4	Pahatr
Pahatr shoots	9.3.5.3.2.11	Pahatr shoots
Pahatr shoots	9.3.5.3.7.1	Pahatr shoots
Pähkla cold-smoked trout	2.9.6.3.18.5	Pähkla cold-smoked trout
pahreba	2.5.6.1.24.5	pahreba
paʻi ʻai	1.1.12.1.1.3	print food
paʻi ʻai	1.1.12.1.18.10	print food
paʻi ʻai	1.1.12.2.1.3	print food
paʻi ʻai	1.1.12.2.18.10	print food
paʻi ʻai	1.1.12.3.1.3	print food
paʻi ʻai	1.1.12.3.18.12	print food
paʻi ʻai	1.1.12.4.1.3	print food
paʻi ʻai	1.1.12.5.1.3	print food
paʻi ʻai	1.1.12.5.13.2	print food
paiche	1.6.3.1.6.1	paiche
paiche	1.6.3.2.6.2	paiche
paiche	1.6.3.3.6.1	paiche
paiche	1.6.5.1.6.15	paiche
paiche	1.6.5.2.6.9	paiche
Paico	1.5.1.1.7.5	Paico
Paico	1.5.5.3.19.1	Paico
Paico	1.8.1.6.19.8	Paico
Paico	1.8.4.1.19.9	Paico
Paico	1.8.4.2.19.7	Paico
Paico	1.8.4.3.19.6	Paico
Paico	1.8.5.1.19.6	Paico
Paico	1.8.5.3.19.3	Paico
paico	1.6.2.2.7.3	paico
paico	1.6.2.3.7.6	paico
paico	1.6.2.4.7.3	paico
paico	1.6.4.1.19.3	paico
paico	1.6.4.1.7.7	paico
paico	1.6.4.2.19.7	paico
paico	1.6.4.2.7.5	paico
paico	1.6.5.2.19.1	paico
paico	1.6.5.2.7.1	paico
Paideng	7.4.1.3.6.10	Paideng
Paige	5.4.5.2.16.3	Paige
Paige	5.4.5.2.20.2	Paige
Paila	1.5.1.4.23.6	Paila
Paila	1.5.2.4.23.5	Paila
Paila	1.5.5.4.23.4	Paila
Paila de aluminio	1.5.5.3.23.4	Aluminum pan
Paila de barro	1.5.5.2.23.6	clay pot
Paila de bronce	1.5.4.1.23.4	bronze pot
Paila de bronce	1.5.4.2.23.4	bronze pot
Paila de bronce	1.5.4.3.23.4	bronze pot
Paila de bronce	1.5.5.3.23.3	bronze pot
Pain d'épices	2.3.1.3.1.15	Gingerbread
Pain d'épices d'Alsace	2.3.3.1.18.15	Alsatian gingerbread
Pain de campagne	2.3.1.3.1.13	Country bread
Pain de mie	2.3.1.3.1.14	soft bread
Pain de seigle valaisan AOP	2.5.4.2.1.39	Valais AOP rye bread
Pain de seigle valaisan AOP	2.5.4.2.18.32	Valais AOP rye bread
pain de seigle valaisan AOP	2.5.4.2.1.2	Valais AOP rye bread
pain de seigle valaisan AOP	2.5.4.2.18.20	Valais AOP rye bread
painho de Portalegre IGP	2.2.1.4.6.17	painho de Portalegre IGP
Painted crayfish	9.1.4.2.18.1	Painted crayfish
Painted crayfish	9.1.4.2.6.8	Painted crayfish
paio	1.7.1.2.6.31	paio
paio curado	1.7.1.2.14.7	paio curado
paio de Beja IGP	2.2.1.4.6.15	paio de Beja IGP
paio de Estremoz e Borba IGP	2.2.1.4.6.16	Paio de Estremoz and Borba PGI
País	1.8.4.3.20.4	Country
Paita	1.3.5.4.2.12	Paita
Paitan jelly grass	6.3.1.2.18.4	Paitan jelly grass
Paja de páramo	1.5.4.1.24.6	moor straw
paja limpia	1.6.2.2.23.3	paja limpia
Pajarete	1.8.3.2.16.7	Pajarete
Pajarete	1.8.3.2.20.4	Pajarete
pajarete	1.2.2.3.20.6	pajarete
pajarete	2.2.7.3.20.6	pajarete
Pajarete del Huasco	1.8.3.2.18.4	Huasco Bird
pajata	2.4.4.1.6.11	pajata
Pajottenland apple juice	2.3.7.2.18.10	Pajottenland apple juice
Paju rice	6.6.2.1.1.3	Paju rice
pajurá	1.7.1.1.18.8	pajurá
pajurá	1.7.1.1.3.21	pajurá
pajuro	1.6.3.1.4.5	pajuro
pajuro	1.6.3.2.4.5	pajuro
Pak choi	1.4.4.1.2.15	Pak choi
Pak choi	1.4.4.2.2.5	Pak choi
Pak choi	1.4.4.3.2.15	Pak choi
Pak choi	1.4.4.4.2.12	Pak choi
Pak choi	1.4.6.1.2.4	Pak choi
Pak choi	1.4.6.2.2.3	Pak choi
Pak choi	1.4.6.3.2.18	Pak choi
Pak choi	1.4.7.1.2.16	Pak choi
Pak choi	1.4.7.2.2.20	Pak choi
Pak choi	1.4.7.4.2.20	Pak choi
Pak choi	9.3.1.1.2.15	Pak choi
Pak choi	9.3.3.1.2.5	Pak choi
pak choi	9.5.5.1.2.2	pak choi
pak choy	7.1.1.2.2.33	pak choy
pak choy	7.2.3.1.2.1	pak choy
Pakhala	5.5.2.1.14.3	Pakhala
Pakhala	5.5.2.2.14.1	Pakhala
Pakhala	5.5.2.3.14.3	Pakhala
Pakhala	5.5.4.2.14.5	Pakhala
Pakhala chunka	5.5.2.2.13.11	Pakhala chunka
Pakhala torani	5.5.2.1.20.3	Pakhala torani
Pakhala torani	5.5.2.2.20.2	Pakhala torani
Pakhoi	5.3.1.4.20.5	Pakhoi
pakis	7.2.3.1.2.17	pakis
pakis	7.2.3.1.7.3	pakis
pakis	7.2.3.2.2.1	pakis
pakis	7.2.3.2.7.4	pakis
pakis	7.2.3.3.2.1	pakis
pakis	7.2.4.1.2.2	pakis
Pako fern shoots	7.4.1.3.2.6	Pako fern shoots
paku fern	7.3.1.2.18.9	paku fern
paku pakis	7.2.3.3.2.2	paku pakis
paku pakis	7.2.4.2.2.2	paku pakis
paku pakis	7.2.4.3.2.1	paku pakis
paku pakis	7.2.4.3.7.4	paku pakis
paku-paku	7.2.3.1.19.6	paku-paku
pal herb	4.2.3.5.18.8	pal herb
pal herb	4.2.3.5.7.1	pal herb
palachinky	2.8.2.5.18.17	palachinky
Palak	5.5.3.2.7.3	Palak
Palak	5.5.3.3.7.7	Palak
Palak	5.5.3.4.7.5	Palak
Palak	5.5.4.3.7.1	Palak
palamut	4.1.1.1.6.5	palamut
palamut	4.1.1.2.6.18	palamut
palamut	4.1.1.3.6.13	palamut
palamut	4.1.4.1.6.16	palamut
palamut	4.1.4.2.6.12	palamut
palamut	4.1.4.3.6.6	palamut
Palanga saag	5.5.2.1.7.5	Palanga saag
Palanga saag	5.5.2.2.7.5	Palanga saag
palani	1.1.12.5.6.11	palani
Palapa	7.4.4.2.13.1	Palapa
Palapa	7.4.4.2.18.1	Palapa
palas leaves	7.2.1.2.23.2	palas leaves
Palasa cashew kernels	5.6.4.1.18.1	Palasa cashew kernels
Palasa cashew kernels	5.6.4.1.5.6	Palasa cashew kernels
Palash	5.5.4.2.19.4	Palash
Palash leaves	5.3.5.3.23.2	Palash leaves
Palash leaves	5.4.2.1.18.9	Palash leaves
Palash leaves	5.4.2.1.23.2	Palash leaves
Palau cooking banana	9.4.1.3.1.18	Palau cooking banana
Palauan plum	9.4.2.2.3.25	Palauan plum
Pálava	2.5.5.2.18.10	Burning
Pálava	2.5.5.2.20.15	Burning
Pálava	2.5.5.2.3.27	Burning
Pálava grapes	2.5.5.2.18.28	Pálava grapes
palava sauce leaves	3.4.3.4.18.3	palava sauce leaves
palava sauce leaves	3.4.3.4.2.20	palava sauce leaves
palava sauce leaves	3.4.3.4.7.5	palava sauce leaves
Palayankodan banana	5.6.1.1.3.2	Palayankodan banana
Palayankodan banana	5.6.1.2.3.3	Palayankodan banana
Palayankodan banana	5.6.1.3.3.3	Palayankodan banana
pale da forno	2.4.4.1.23.5	oven shovels
Pale lager	2.9.1.4.20.3	Pale lager
Pale vanilla-lily tubers	9.1.1.3.1.5	Pale vanilla-lily tubers
Palée	2.5.4.2.6.31	Palée
Paleng xaak	5.5.5.1.7.9	Paleng xaak
paleta bovina	1.7.5.1.6.2	paleta bovina
paleta de Barrancos DOP	2.2.1.4.14.8	PDO Ravines palette
paleta de Barrancos DOP	2.2.1.4.6.29	PDO Ravines palette
paleta de Campo Maior e Elvas IGP	2.2.1.4.6.31	Campo Maior and Elvas PGI palette
Paleta de cerdo	1.4.1.2.6.5	pork shoulder
paleta de Santana da Serra IGP	2.2.1.4.6.33	paleta de Santana da Serra PGI
paleta do Alentejo DOP	2.2.1.4.6.27	palette from Alentejo DOP
Paleta ibérica	2.2.7.5.6.2	Iberian palette
Paleta ibérica curada	2.2.7.5.14.2	Cured Iberian palette
paleta ibérica Dehesa de Extremadura	2.2.4.4.14.2	Iberian shoulder Dehesa de Extremadura
paleta ibérica Dehesa de Extremadura	2.2.4.4.6.2	Iberian shoulder Dehesa de Extremadura
paletilla de cordero manchego	2.2.4.2.6.3	manchego lamb shoulder
Palette fumée	2.3.3.1.14.5	Smoked palette
Palette fumée	2.3.3.1.6.5	Smoked palette
palha	1.7.3.4.23.1	palha
palha de buriti	1.7.3.4.23.2	buriti straw
palha de centeio	2.2.1.3.18.8	rye straw
palha de centeio queimada	2.2.1.3.24.5	burnt rye straw
palha de milho	1.7.2.1.23.2	corn husk
palha de milho	1.7.2.2.23.1	corn husk
palha de milho	1.7.2.3.23.2	corn husk
palha de milho	1.7.2.4.23.4	corn husk
palha de milho	1.7.3.1.23.2	corn husk
palha de milho	1.7.3.2.23.2	corn husk
palha de milho	1.7.3.3.23.2	corn husk
palha de milho	1.7.4.2.23.2	corn husk
palha de milho	1.7.4.3.23.2	corn husk
palha de milho	1.7.4.4.23.4	corn husk
palha de milho	1.7.5.3.23.2	corn husk
palha de milho	1.7.5.4.23.1	corn husk
palha de milho	1.7.6.1.23.1	corn husk
palha de milho	1.7.6.4.23.1	corn husk
palhadas	2.2.1.2.4.8	palhadas
palhoças	2.2.1.2.4.7	huts
palillo	1.6.1.1.8.11	palillo
palillo	1.6.1.3.8.11	palillo
palillo	1.6.2.1.8.9	palillo
palillo	1.6.2.2.8.11	palillo
palillo	1.6.2.3.8.10	palillo
palillo	1.6.2.4.8.11	palillo
palillo	1.6.3.1.8.3	palillo
palillo	1.6.3.2.8.3	palillo
palillo	1.6.3.3.8.3	palillo
palillo	1.6.5.1.8.5	palillo
palillo	1.6.5.4.8.7	palillo
pălincă	2.8.4.1.20.8	brandy
pălincă	2.8.4.5.20.1	brandy
palinka	2.8.2.5.20.7	palinka
palitos de caña	1.6.1.2.23.4	cane sticks
pálivá paprika	2.5.5.1.8.11	hot pepper
pálivá paprika	2.5.6.1.8.3	hot pepper
pálivá paprika	2.5.6.2.8.10	hot pepper
pálivá paprika	2.5.6.3.8.2	hot pepper
palla	5.2.2.3.6.10	palla
pallar	1.6.1.1.4.2	pallar
pallar	1.6.1.2.4.2	pallar
pallar	1.6.2.3.4.8	pallar
pallar seco	1.6.1.3.4.2	pallar seco
pallar verde de Ica	1.6.1.3.18.1	green pallar of Ica
pallar verde de Ica	1.6.1.3.4.1	green pallar of Ica
Palli pachadi	5.6.4.3.13.1	Palli pachadi
Palli pachadi	5.6.4.3.18.4	Palli pachadi
Palli pachadi	5.6.5.3.13.3	Palli pachadi
pallone di fichi	2.4.5.4.3.27	fig ball
pallow	5.1.1.4.1.8	pallow
pallu mara spice paste	7.3.5.1.13.8	pallu mara spice paste
pallubasa spice paste	7.3.5.1.13.6	pallubasa spice paste
pallukacci spice paste	7.3.5.1.13.9	pallukacci spice paste
palm butter	3.4.3.3.13.2	palm butter
palm butter	3.4.3.3.18.6	palm butter
palm butter	3.4.3.4.13.2	palm butter
