file,entry_index,id,source_language,common_name,translated_name,original_name,cache_translation,reasons
ingredients/1.2.2.9.json,212,1.2.2.9.15.5,da,Agave syrup,Agave syrup,Agave syrup,Agave syrup,translated_same_as_original
ingredients/1.2.2.9.json,246,1.2.2.9.19.1,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.2.3.3.json,109,1.2.3.3.13.5,ja,adobo de achiote,adobo de achiote,adobo de achiote,adobo de achiote,translated_same_as_original
ingredients/1.2.3.4.json,106,1.2.3.4.13.2,bn,salsa de chile amashito,salsa de chile amashito,salsa de chile amashito,salsa de chile amashito,translated_same_as_original
ingredients/1.2.3.4.json,110,1.2.3.4.13.6,ja,adobo de achiote,adobo de achiote,adobo de achiote,adobo de achiote,translated_same_as_original
ingredients/1.2.3.5.json,59,1.2.3.5.2.35,es,Yautía,Yautía,Yautía,Yautía,translated_same_as_original
ingredients/1.2.3.5.json,198,1.2.3.5.13.3,es,Pico de gallo,Pico de gallo,Pico de gallo,Pico de gallo,translated_same_as_original
ingredients/1.2.3.5.json,207,1.2.3.5.13.12,cs,Pipián sauce,Pipián sauce,Pipián sauce,Pipián sauce,translated_same_as_original
ingredients/1.2.3.5.json,227,1.2.3.5.15.5,da,Agave syrup,Agave syrup,Agave syrup,Agave syrup,translated_same_as_original
ingredients/1.2.3.5.json,264,1.2.3.5.19.1,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.2.3.6.json,58,1.2.3.6.2.35,es,Yautía,Yautía,Yautía,Yautía,translated_same_as_original
ingredients/1.2.3.6.json,198,1.2.3.6.13.3,es,Pico de gallo,Pico de gallo,Pico de gallo,Pico de gallo,translated_same_as_original
ingredients/1.2.3.6.json,207,1.2.3.6.13.12,cs,Pipián sauce,Pipián sauce,Pipián sauce,Pipián sauce,translated_same_as_original
ingredients/1.2.3.6.json,227,1.2.3.6.15.5,da,Agave syrup,Agave syrup,Agave syrup,Agave syrup,translated_same_as_original
ingredients/1.2.3.6.json,265,1.2.3.6.19.1,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.2.4.2.json,81,1.2.4.2.21.1,es,sea ​​salt,sea ​​salt,sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.2.4.4.json,111,1.2.4.4.13.4,ja,adobo de tatemado,adobo de tatemado,adobo de tatemado,adobo de tatemado,translated_same_as_original
ingredients/1.2.4.6.json,190,1.2.4.6.13.3,es,Pico de gallo,Pico de gallo,Pico de gallo,Pico de gallo,translated_same_as_original
ingredients/1.2.4.6.json,217,1.2.4.6.15.5,da,Agave syrup,Agave syrup,Agave syrup,Agave syrup,translated_same_as_original
ingredients/1.2.4.6.json,254,1.2.4.6.19.1,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.2.5.1.json,46,1.2.5.1.5.3,es,cacahuaxóchitl,cacahuaxóchitl,cacahuaxóchitl,cacahuaxóchitl,translated_same_as_original
ingredients/1.2.5.1.json,151,1.2.5.1.18.4,es,cacahuaxóchitl,cacahuaxóchitl,cacahuaxóchitl,cacahuaxóchitl,translated_same_as_original
ingredients/1.2.6.1.json,125,1.2.6.1.14.8,es,xtabentún,xtabentún,xtabentún,xtabentún,translated_same_as_original
ingredients/1.2.6.1.json,149,1.2.6.1.18.1,fy,sal de Celestún,sal de Celestún,sal de Celestún,sal de Celestún,translated_same_as_original
ingredients/1.2.6.1.json,164,1.2.6.1.20.1,es,xtabentún,xtabentún,xtabentún,xtabentún,translated_same_as_original
ingredients/1.2.6.1.json,172,1.2.6.1.21.1,fy,sal de Celestún,sal de Celestún,sal de Celestún,sal de Celestún,translated_same_as_original
ingredients/1.2.6.2.json,122,1.2.6.2.13.8,ja,adobo de achiote,adobo de achiote,adobo de achiote,adobo de achiote,translated_same_as_original
ingredients/1.2.6.3.json,136,1.2.6.3.14.8,es,xtabentún,xtabentún,xtabentún,xtabentún,translated_same_as_original
ingredients/1.2.6.3.json,178,1.2.6.3.20.1,es,xtabentún,xtabentún,xtabentún,xtabentún,translated_same_as_original
ingredients/1.2.7.1.json,165,1.2.7.1.18.9,fi,Chile de Simojovel,Chile de Simojovel,chile de Simojovel,Chile de Simojovel,translated_same_as_original
ingredients/1.2.7.3.json,9,1.2.7.3.1.9,ceb,Macús,Macús,macús,Macús,translated_same_as_original
ingredients/1.2.7.3.json,174,1.2.7.3.18.1,ceb,Macús,Macús,macús,Macús,translated_same_as_original
ingredients/1.2.7.3.json,202,1.2.7.3.20.13,oc,taberna de coyol,taberna de coyol,taberna de coyol,taberna de coyol,translated_same_as_original
ingredients/1.2.7.3.json,205,1.2.7.3.21.1,es,sea ​​salt,sea ​​salt,sal de mar,sea ​​salt,translated_non_ascii_but_original_ascii
ingredients/1.3.1.1.json,12,1.3.1.1.1.12,ga,Ichíntal,Ichíntal,Ichíntal,Ichíntal,translated_same_as_original
ingredients/1.3.1.1.json,58,1.3.1.1.2.23,tr,Güicoy,Güicoy,Güicoy,Güicoy,translated_same_as_original
ingredients/1.3.1.1.json,71,1.3.1.1.2.36,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.1.1.json,182,1.3.1.1.7.4,el,Apazote,Apazote,Apazote,Apazote,translated_same_as_original
ingredients/1.3.1.1.json,183,1.3.1.1.7.5,ca,Pericón,Pericón,Pericón,Pericón,translated_same_as_original
ingredients/1.3.1.1.json,208,1.3.1.1.8.9,ca,Dried pericón,Dried pericón,Dried pericón,Dried pericón,translated_same_as_original
ingredients/1.3.1.1.json,284,1.3.1.1.13.16,es,jocón,jocón,jocón,jocón,translated_same_as_original
ingredients/1.3.1.1.json,368,1.3.1.1.19.1,ca,Pericón,Pericón,Pericón,Pericón,translated_same_as_original
ingredients/1.3.1.1.json,369,1.3.1.1.19.2,el,Apazote,Apazote,Apazote,Apazote,translated_same_as_original
ingredients/1.3.1.2.json,9,1.3.1.2.1.9,tr,Güicoy,Güicoy,Güicoy,Güicoy,translated_same_as_original
ingredients/1.3.1.2.json,40,1.3.1.2.2.12,tr,Güicoy,Güicoy,Güicoy,Güicoy,translated_same_as_original
ingredients/1.3.1.2.json,57,1.3.1.2.2.29,tr,güicoy,güicoy,güicoy,güicoy,translated_same_as_original
ingredients/1.3.1.2.json,58,1.3.1.2.2.30,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.1.2.json,343,1.3.1.2.20.2,bn,Atol de amaranto,Atol de amaranto,Atol de amaranto,Atol de amaranto,translated_same_as_original
ingredients/1.3.1.3.json,14,1.3.1.3.1.14,tr,Güicoy,Güicoy,Güicoy,Güicoy,translated_same_as_original
ingredients/1.3.1.3.json,254,1.3.1.3.13.10,ru,chirmol de chaya,chirmol de chaya,chirmol de chaya,chirmol de chaya,translated_same_as_original
ingredients/1.3.1.3.json,321,1.3.1.3.18.1,ku,Xikinché,Xikinché,Xikinché,Xikinché,translated_same_as_original
ingredients/1.3.1.3.json,327,1.3.1.3.18.7,sk,Mákäl,Mákäl,Mákäl,Mákäl,translated_same_as_original
ingredients/1.3.1.4.json,55,1.3.1.4.2.24,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.1.4.json,70,1.3.1.4.3.12,qu,Mayapán,Mayapán,Mayapán,Mayapán,translated_same_as_original
ingredients/1.3.1.4.json,87,1.3.1.4.3.29,qu,mayapán,mayapán,mayapán,mayapán,translated_same_as_original
ingredients/1.3.1.4.json,289,1.3.1.4.17.13,es,sliced ​​avocado,sliced ​​avocado,aguacate en rebanadas,sliced ​​avocado,translated_non_ascii_but_original_ascii
ingredients/1.3.1.4.json,299,1.3.1.4.18.7,zh-CN,Keke de yuca,Keke de yuca,Keke de yuca,Keke de yuca,translated_same_as_original
ingredients/1.3.1.5.json,33,1.3.1.5.1.33,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.1.5.json,55,1.3.1.5.2.21,fr,Colé,Colé,Colé,Colé,translated_same_as_original
ingredients/1.3.1.5.json,74,1.3.1.5.2.40,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.1.5.json,159,1.3.1.5.7.3,el,Apazote,Apazote,Apazote,Apazote,translated_same_as_original
ingredients/1.3.1.5.json,207,1.3.1.5.9.7,el,Apazote,Apazote,Apazote,Apazote,translated_same_as_original
ingredients/1.3.1.5.json,257,1.3.1.5.13.10,es,jocón,jocón,jocón,jocón,translated_same_as_original
ingredients/1.3.1.5.json,274,1.3.1.5.14.10,oc,pinol de Sacapulas,pinol de Sacapulas,pinol de Sacapulas,pinol de Sacapulas,translated_same_as_original
ingredients/1.3.1.5.json,328,1.3.1.5.18.2,fr,Colé,Colé,Colé,Colé,translated_same_as_original
ingredients/1.3.1.5.json,341,1.3.1.5.18.15,oc,pinol de Sacapulas,pinol de Sacapulas,pinol de Sacapulas,pinol de Sacapulas,translated_same_as_original
ingredients/1.3.1.5.json,348,1.3.1.5.19.1,el,Apazote,Apazote,Apazote,Apazote,translated_same_as_original
ingredients/1.3.2.1.json,140,1.3.2.1.8.2,mi,Annatto,Annatto,Annatto,Annatto,translated_same_as_original
ingredients/1.3.2.2.json,139,1.3.2.2.8.3,mi,Annatto,Annatto,Annatto,Annatto,translated_same_as_original
ingredients/1.3.2.2.json,290,1.3.2.2.19.3,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.3.2.3.json,158,1.3.2.3.8.1,mi,Annatto,Annatto,Annatto,Annatto,translated_same_as_original
ingredients/1.3.2.3.json,320,1.3.2.3.19.5,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.3.2.4.json,153,1.3.2.4.8.1,mi,Annatto,Annatto,Annatto,Annatto,translated_same_as_original
ingredients/1.3.3.1.json,62,1.3.3.1.2.33,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.3.2.json,68,1.3.3.2.2.36,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.3.2.json,70,1.3.3.2.2.38,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.3.3.json,64,1.3.3.3.2.33,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.3.3.json,66,1.3.3.3.2.35,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.3.4.json,63,1.3.3.4.2.31,es,güisquil,güisquil,güisquil,güisquil,translated_same_as_original
ingredients/1.3.3.4.json,65,1.3.3.4.2.33,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.4.1.json,63,1.3.4.1.2.33,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.4.2.json,159,1.3.4.2.8.11,ca,Pericón,Pericón,Pericón,Pericón,translated_same_as_original
ingredients/1.3.4.2.json,313,1.3.4.2.19.2,ca,Pericón,Pericón,Pericón,Pericón,translated_same_as_original
ingredients/1.3.4.3.json,29,1.3.4.3.1.29,tr,güirila,güirila,güirila,güirila,translated_same_as_original
ingredients/1.3.4.3.json,159,1.3.4.3.7.2,es,Culantro de pata,Culantro de pata,Culantro de pata,Culantro de pata,translated_same_as_original
ingredients/1.3.4.3.json,202,1.3.4.3.9.8,es,Culantro de pata,Culantro de pata,Culantro de pata,Culantro de pata,translated_same_as_original
ingredients/1.3.4.3.json,346,1.3.4.3.19.6,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.3.4.4.json,246,1.3.4.4.20.10,ceb,atol de yuca,atol de yuca,atol de yuca,atol de yuca,translated_same_as_original
ingredients/1.3.4.4.json,278,1.3.4.4.24.6,ja,madera de tonka,madera de tonka,madera de tonka,madera de tonka,translated_same_as_original
ingredients/1.3.4.5.json,27,1.3.4.5.1.27,tr,güirila,güirila,güirila,güirila,translated_same_as_original
ingredients/1.3.4.5.json,60,1.3.4.5.2.25,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.5.1.json,70,1.3.5.1.2.36,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.5.1.json,338,1.3.5.1.18.11,es,Polvorón crumbs,Polvorón crumbs,Polvorón crumbs,Polvorón crumbs,translated_same_as_original
ingredients/1.3.5.2.json,61,1.3.5.2.2.29,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.5.2.json,336,1.3.5.2.18.13,tr,güirila,güirila,güirila,güirila,translated_same_as_original
ingredients/1.3.5.3.json,128,1.3.5.3.8.6,mi,Annatto,Annatto,Annatto,Annatto,translated_same_as_original
ingredients/1.3.5.3.json,219,1.3.5.3.17.2,es,Sliced ​​goat chili,Sliced ​​goat chili,Sliced chile de cabro,Sliced ​​goat chili,translated_non_ascii_but_original_ascii
ingredients/1.3.5.3.json,261,1.3.5.3.19.10,it,Aloe vera,Aloe vera,Aloe vera,Aloe vera,translated_same_as_original
ingredients/1.3.5.4.json,68,1.3.5.4.2.33,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.5.4.json,90,1.3.5.4.3.14,cs,Jícaro,Jícaro,Jícaro,Jícaro,translated_same_as_original
ingredients/1.3.5.4.json,252,1.3.5.4.14.3,ro,Chicha de maicillo,Chicha de maicillo,Chicha de maicillo,Chicha de maicillo,translated_same_as_original
ingredients/1.3.5.4.json,261,1.3.5.4.14.12,eu,Piñonate,Piñonate,Piñonate,Piñonate,translated_same_as_original
ingredients/1.3.5.4.json,317,1.3.5.4.18.2,ceb,Nacarigüe,Nacarigüe,Nacarigüe,Nacarigüe,translated_same_as_original
ingredients/1.3.5.4.json,319,1.3.5.4.18.4,el,Anafre,Anafre,Anafre,Anafre,translated_same_as_original
ingredients/1.3.5.4.json,349,1.3.5.4.19.13,es,jiñocuago,jiñocuago,jiñocuago,jiñocuago,translated_same_as_original
ingredients/1.3.5.4.json,363,1.3.5.4.20.10,ceb,Atol de piñuela,Atol de piñuela,Atol de piñuela,Atol de piñuela,translated_same_as_original
ingredients/1.3.5.4.json,365,1.3.5.4.20.12,fr,Atol de nance,Atol de nance,Atol de nance,Atol de nance,translated_same_as_original
ingredients/1.3.5.4.json,374,1.3.5.4.20.21,ro,chicha de maicillo,chicha de maicillo,chicha de maicillo,chicha de maicillo,translated_same_as_original
ingredients/1.3.5.4.json,384,1.3.5.4.20.31,ceb,atol de piñuela,atol de piñuela,atol de piñuela,atol de piñuela,translated_same_as_original
ingredients/1.3.6.1.json,13,1.3.6.1.1.13,qu,The road,The road,Ñampí,The road,article_in_short_translation
ingredients/1.3.6.1.json,89,1.3.6.1.2.46,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.6.1.json,364,1.3.6.1.16.7,es,Aguadulce,Aguadulce,Aguadulce,Aguadulce,translated_same_as_original
ingredients/1.3.6.1.json,438,1.3.6.1.20.2,es,Aguadulce,Aguadulce,Aguadulce,Aguadulce,translated_same_as_original
ingredients/1.3.6.2.json,44,1.3.6.2.2.12,cs,pipián,pipián,pipián,pipián,translated_same_as_original
ingredients/1.3.6.3.json,16,1.3.6.3.1.16,qu,the road,the road,ñampí,the road,article_in_short_translation
ingredients/1.3.6.3.json,107,1.3.6.3.6.12,fr,rabo de res,rabo de res,rabo de res,rabo de res,translated_same_as_original
ingredients/1.3.6.3.json,249,1.3.6.3.17.10,es,sliced ​​onion,sliced ​​onion,cebolla en rodajas,sliced ​​onion,translated_non_ascii_but_original_ascii
ingredients/1.3.6.4.json,16,1.3.6.4.1.16,qu,the road,the road,ñampí,the road,article_in_short_translation
ingredients/1.3.6.4.json,69,1.3.6.4.3.17,pt,arazá,arazá,arazá,arazá,translated_same_as_original
ingredients/1.3.6.4.json,253,1.3.6.4.18.13,pt,arazá,arazá,arazá,arazá,translated_same_as_original
ingredients/1.3.6.4.json,273,1.3.6.4.20.7,zh-CN,chicha de nance,chicha de nance,chicha de nance,chicha de nance,translated_same_as_original
ingredients/1.3.6.5.json,8,1.3.6.5.1.8,qu,the road,the road,ñampí,the road,article_in_short_translation
ingredients/1.3.6.5.json,159,1.3.6.5.18.4,qu,the road,the road,ñampí,the road,article_in_short_translation
ingredients/1.3.6.5.json,184,1.3.6.5.20.10,it,rompope de arracache,rompope de arracache,rompope de arracache,rompope de arracache,translated_same_as_original
ingredients/1.3.6.5.json,186,1.3.6.5.20.12,eo,rompope de camote,rompope de camote,rompope de camote,rompope de camote,translated_same_as_original
ingredients/1.3.6.5.json,187,1.3.6.5.20.13,eo,rompope de flores de ayote,rompope de flores de ayote,rompope de flores de ayote,rompope de flores de ayote,translated_same_as_original
ingredients/1.3.7.1.json,80,1.3.7.1.6.19,es,cojinúa,cojinúa,cojinúa,cojinúa,translated_same_as_original
ingredients/1.3.7.1.json,187,1.3.7.1.17.3,es,sliced ​​cucumber,sliced ​​cucumber,pepino en rodajas,sliced ​​cucumber,translated_non_ascii_but_original_ascii
ingredients/1.3.7.2.json,77,1.3.7.2.6.17,es,cojinúa,cojinúa,cojinúa,cojinúa,translated_same_as_original
ingredients/1.3.7.3.json,5,1.3.7.3.1.5,qu,the road,the road,ñampí,the road,article_in_short_translation
ingredients/1.3.7.3.json,86,1.3.7.3.18.9,pt,michilá,michilá,michilá,michilá,translated_same_as_original
ingredients/1.3.7.3.json,96,1.3.7.3.20.4,pt,michilá,michilá,michilá,michilá,translated_same_as_original
ingredients/1.4.1.1.json,41,1.4.1.1.3.12,es,Guayabita del Pinar,Guayabita del Pinar,Guayabita del Pinar,Guayabita del Pinar,translated_same_as_original
ingredients/1.4.1.1.json,98,1.4.1.1.11.5,es,Sliced ​​cheese,Sliced ​​cheese,Queso en lonchas,Sliced ​​cheese,translated_non_ascii_but_original_ascii
ingredients/1.4.1.2.json,169,1.4.1.2.20.11,es,The President,The President,El Presidente,The President,article_in_short_translation
ingredients/1.4.1.4.json,135,1.4.1.4.18.5,es,Bacán,Bacán,Bacán,Bacán,translated_same_as_original
ingredients/1.4.2.1.json,3,1.4.2.1.1.3,es,Yautía,Yautía,Yautía,Yautía,translated_same_as_original
ingredients/1.4.2.1.json,41,1.4.2.1.3.8,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.4.2.3.json,71,1.4.2.3.6.10,hu,Róbalo,Róbalo,Róbalo,Róbalo,translated_same_as_original
ingredients/1.4.2.4.json,31,1.4.2.4.3.1,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.4.2.5.json,44,1.4.2.5.3.8,pt,Acerola,Acerola,Acerola,Acerola,translated_same_as_original
ingredients/1.4.2.5.json,162,1.4.2.5.16.10,it,Jugo de parcha,Jugo de parcha,Jugo de parcha,Jugo de parcha,translated_same_as_original
ingredients/1.4.2.5.json,193,1.4.2.5.20.10,it,Jugo de parcha,Jugo de parcha,Jugo de parcha,Jugo de parcha,translated_same_as_original
ingredients/1.4.3.1.json,3,1.4.3.1.1.3,es,Yautía,Yautía,Yautía,Yautía,translated_same_as_original
ingredients/1.4.4.1.json,39,1.4.4.1.3.1,vi,Ackee,Ackee,Ackee,Ackee,translated_same_as_original
ingredients/1.4.4.1.json,156,1.4.4.1.17.3,es,Sliced ​​Scotch bonnet,Sliced ​​Scotch bonnet,Scotch bonnet en rodajas,Sliced ​​Scotch bonnet,translated_non_ascii_but_original_ascii
ingredients/1.4.4.3.json,42,1.4.4.3.3.1,vi,Ackee,Ackee,Ackee,Ackee,translated_same_as_original
ingredients/1.4.4.4.json,42,1.4.4.4.3.1,vi,Ackee,Ackee,Ackee,Ackee,translated_same_as_original
