2.1.4 Ireland	2.2.1.3.24.56	2.1.4 Ireland
Iced tea	1.1.3.4.20.2	Iced tea
Iced tea	1.1.3.6.20.2	Iced tea
Iced tea	1.1.3.7.20.2	Iced tea
iced tea	7.1.3.4.20.4	iced tea
iced tea	7.1.4.1.20.2	iced tea
iced tea	7.1.7.1.20.5	iced tea
iced tea	7.1.9.1.16.8	iced tea
iced tea	7.1.9.1.20.9	iced tea
iced tea	7.1.9.2.20.8	iced tea
iced tea	7.1.9.3.20.4	iced tea
iced tea mix	7.2.1.3.20.4	iced tea mix
iced Thai tea	7.1.3.2.20.1	iced Thai tea
Iceland moss	2.9.5.1.19.4	Iceland moss
Iceland moss	2.9.5.2.18.4	Iceland moss
Iceland moss	2.9.5.2.19.6	Iceland moss
Iceland moss	2.9.5.4.19.1	Iceland moss
Iceland moss	8.2.2.3.18.3	Iceland moss
Iceland moss	8.2.2.3.22.1	Iceland moss
Icheon peaches	6.6.2.1.3.20	Icheon peaches
Icheon rice	6.6.2.1.1.5	Icheon rice
Ichida persimmons	6.7.5.2.3.38	Ichida persimmons
Ichida-gaki	6.7.5.2.14.4	Ichida-gaki
Ichida-gaki	6.7.5.2.18.15	Ichida-gaki
Ichigosan strawberries	6.7.6.1.12.6	Ichigosan strawberries
Ichigosan strawberries	6.7.6.1.18.2	Ichigosan strawberries
Ichigosan strawberries	6.7.6.1.3.2	Ichigosan strawberries
Ichihomare rice	6.7.5.1.1.7	Ichihomare rice
Ichihomare rice	6.7.5.1.18.3	Ichihomare rice
Ichinoseki magarinegi	6.7.2.1.2.23	Ichinoseki magarinegi
Ichinoseki magarinegi	6.7.2.1.9.6	Ichinoseki magarinegi
Ichíntal	1.3.1.1.1.12	Ichíntal
ichintal	1.3.1.1.1.33	ichintal
ichintal	1.3.1.1.18.11	ichintal
ichintal	1.3.1.1.19.16	ichintal
Ichizu green beans	6.7.2.2.2.22	Ichizu green beans
ichlekli dough	8.1.5.3.23.3	ichlekli dough
ichu	1.6.2.4.23.2	ichu
ichu seco	1.6.2.4.24.3	ichu seco
icing glass	1.3.7.3.18.7	icing glass
icing glass	1.3.7.3.20.1	icing glass
Icing sugar	2.3.1.1.15.4	Icing sugar
Icing sugar	2.3.3.1.15.9	Icing sugar
Icing sugar	2.3.5.1.15.3	Icing sugar
Icing sugar	2.3.5.2.15.3	Icing sugar
icing sugar	2.7.2.1.15.7	icing sugar
Idared apples	1.1.2.3.3.10	Idared apples
Idared apples	1.1.2.5.3.8	Idared apples
Ide	2.9.6.2.6.20	Ide
Ide	2.9.6.3.6.9	Ide
ide	2.8.7.1.6.18	ide
ide	2.8.7.3.6.19	ide
ide	8.2.1.1.6.11	ide
ide	8.2.1.2.6.16	ide
ide	8.2.1.3.6.17	ide
Idiyappam dough	5.6.1.2.18.4	Idiyappam dough
Idiyappam dough	5.6.1.3.18.4	Idiyappam dough
Idiyappam flour	5.6.1.2.1.9	Idiyappam flour
Idiyappam flour	5.6.1.3.1.6	Idiyappam flour
Idli batter	5.6.2.1.14.1	Idli batter
Idli batter	5.6.2.2.14.1	Idli batter
Idli batter	5.6.2.3.14.1	Idli batter
Idli batter	5.6.2.4.14.1	Idli batter
Idli batter	5.6.2.5.14.1	Idli batter
Idli batter	5.6.3.2.14.1	Idli batter
Idli batter	5.6.3.3.14.1	Idli batter
Idli batter	5.6.3.4.14.1	Idli batter
Idli batter	5.6.4.1.14.1	Idli batter
Idli batter	5.6.4.2.14.1	Idli batter
Idli batter	5.6.4.3.14.1	Idli batter
Idli batter	5.6.5.1.14.1	Idli batter
Idli batter	5.6.5.2.14.1	Idli batter
Idli batter	5.6.5.3.14.1	Idli batter
Idli cloth	5.6.2.1.23.2	Idli cloth
Idli cloth	5.6.2.2.23.2	Idli cloth
Idli cloth	5.6.2.3.23.2	Idli cloth
Idli cloth	5.6.2.4.23.2	Idli cloth
Idli cloth	5.6.2.5.23.2	Idli cloth
Idli cloth	5.6.3.2.23.3	Idli cloth
Idli cloth	5.6.3.3.23.2	Idli cloth
Idli milagai podi	5.6.2.4.13.11	Idli milagai podi
Idli milagai podi	5.6.2.5.13.9	Idli milagai podi
Idli podi	5.6.2.1.13.6	Idli podi
Idli podi	5.6.2.2.13.6	Idli podi
Idli podi	5.6.2.3.13.6	Idli podi
Idli rice	5.6.2.1.1.4	Idli rice
Idli rice	5.6.2.2.1.5	Idli rice
Idli rice	5.6.4.2.1.6	Idli rice
Idromele	2.5.4.3.20.28	Idromele
ie seureubet	7.3.1.1.20.7	ie seureubet
ie timun	7.3.1.1.20.6	ie timun
Iemwahn banana	9.4.3.3.1.18	Iemwahn banana
Ifermorgh durum wheat	3.1.1.3.1.8	Ifermorgh durum wheat
ifi	9.5.2.2.18.4	ifi
ifi	9.5.2.2.3.9	ifi
ifi	9.5.2.2.5.3	ifi
ifit wood	9.4.1.3.24.2	ifit wood
Igname	1.4.7.3.1.10	Igname
Igname blanche	1.4.9.1.1.11	Igname blanche
Igname blanche	1.4.9.2.1.12	Igname blanche
Igname blanche	1.4.9.3.1.12	Igname blanche
Igname jaune	1.4.9.1.1.12	Igname jaune
Igname jaune	1.4.9.2.1.13	Igname jaune
Igname jaune	1.4.9.3.1.13	Igname jaune
IGP Ardèche	2.3.5.3.18.23	IGP Ardèche
IGP Ardèche blanc	2.3.5.3.16.12	IGP Ardèche white
IGP Ardèche blanc	2.3.5.3.20.15	IGP Ardèche white
IGP Ardèche rouge	2.3.5.3.20.14	IGP Ardèche red
IGP Drôme	2.3.5.3.18.24	IGP Drôme
IGP Drôme blanc	2.3.5.3.16.13	IGP Drôme white
IGP Drôme blanc	2.3.5.3.20.17	IGP Drôme white
IGP Drôme rouge	2.3.5.3.20.16	IGP Drôme rouge
IGP Vi d'Eivissa red wine	2.2.8.3.20.2	IGP Vi d'Eivissa red wine
IGP Vi d'Eivissa rosé wine	2.2.8.3.20.3	IGP Vi d'Eivissa rosé wine
IGP Vi d'Eivissa white wine	2.2.8.3.20.4	IGP Vi d'Eivissa white wine
Iguana	1.4.8.1.6.5	Iguana
Iguana	1.5.3.5.6.14	Iguana
iguana	1.2.4.5.18.8	iguana
iguana	1.3.2.1.18.16	iguana
iguana	1.3.2.1.6.41	iguana
iguana	1.3.5.1.6.43	iguana
Iguashte	1.3.1.2.13.10	Iguashte
ihaweri leaves	9.4.2.3.19.9	ihaweri leaves
Ihpali banana	9.4.3.3.1.17	Ihpali banana
ika miso	6.7.7.3.13.16	ika miso
ikan asar	7.3.6.1.14.3	ikan asar
ikan asar	7.3.6.2.14.2	ikan asar
ikan asar	7.3.6.3.14.1	ikan asar
ikan asar	7.3.7.1.14.1	ikan asar
ikan asar	7.3.7.1.18.7	ikan asar
ikan bakar colo-colo seasoning	7.3.6.3.13.6	ikan bakar colo-colo seasoning
ikan baronang	7.3.4.3.6.4	ikan baronang
ikan baung	7.2.1.2.6.15	ikan baung
ikan baung	7.3.4.1.6.7	ikan baung
ikan bawis	7.3.4.3.18.1	ikan bawis
ikan bawis	7.3.4.3.6.3	ikan bawis
ikan belida	7.3.4.1.18.10	ikan belida
ikan belida	7.3.4.1.6.5	ikan belida
ikan belida	7.3.4.3.6.7	ikan belida
ikan bilis	7.3.1.4.6.6	ikan bilis
ikan gabus	7.3.4.3.6.2	ikan gabus
ikan haruan	7.3.4.3.6.1	ikan haruan
ikan jelawat	7.2.1.2.6.16	ikan jelawat
ikan kadondong	7.3.6.2.18.5	ikan kadondong
ikan kakap	7.3.4.1.6.4	ikan kakap
ikan kayu	7.3.1.1.18.5	ikan kayu
ikan kembung	7.2.1.1.6.13	ikan kembung
ikan kembung	7.2.1.2.6.8	ikan kembung
ikan kenerak	7.2.1.2.6.17	ikan kenerak
ikan kerisi	7.2.1.2.6.11	ikan kerisi
ikan komu	7.3.6.2.6.4	ikan komu
ikan komu asar	7.3.6.2.14.1	ikan komu asar
ikan komu asar	7.3.6.2.18.4	ikan komu asar
ikan kuah kuning spice paste	7.3.6.1.13.5	ikan kuah kuning spice paste
ikan kuah kuning spice paste	7.3.6.2.13.6	ikan kuah kuning spice paste
ikan kuah kuning spice paste	7.3.6.3.13.5	ikan kuah kuning spice paste
ikan kuah kuning spice paste	7.3.7.4.13.4	ikan kuah kuning spice paste
ikan kuah pala Banda spice paste	7.3.6.2.13.7	ikan kuah pala Banda spice paste
ikan lele	7.3.4.1.6.3	ikan lele
ikan parang	7.2.1.1.6.14	ikan parang
ikan parang	7.2.1.2.6.12	ikan parang
ikan patin	7.2.1.2.6.13	ikan patin
ikan patin	7.3.4.1.6.1	ikan patin
ikan patin	7.3.4.3.6.5	ikan patin
ikan salai	7.3.1.3.14.2	ikan salai
ikan salai patin	7.3.1.4.14.3	ikan salai patin
ikan selais asap	7.3.1.4.14.4	ikan selais asap
ikan selar kuning	7.2.1.1.6.15	ikan selar kuning
ikan selayang	7.2.1.2.6.10	ikan selayang
ikan tamban	7.2.1.2.6.9	ikan tamban
ikan tenggiri	7.3.4.3.6.6	ikan tenggiri
ikan toman	7.3.4.1.18.11	ikan toman
ikan toman	7.3.4.1.6.6	ikan toman
ikan tongkol	7.2.1.2.6.7	ikan tongkol
ikan tongkol	7.3.4.1.6.2	ikan tongkol
ikanago	6.7.1.1.6.10	ikanago
ikanago	6.7.4.3.6.7	ikanago
Ikanago-no-kugini	6.7.4.3.14.1	Monkey-and-pearl
Ikanago-no-kugini	6.7.4.3.18.9	Monkey-and-pearl
Ikarian olive oil	2.7.2.4.10.3	Ikarian olive oil
Ikarian red wine	2.7.2.4.20.9	Ikarian red wine
Ikarian wine	2.7.2.4.16.9	Ikarian wine
ikema roots	6.7.1.3.18.3	ikema roots
ikema roots	6.7.1.3.19.1	ikema roots
ikema roots	6.7.1.3.2.27	ikema roots
Ikhlas dates	4.4.3.3.18.5	Ikhlas dates
Ikhlas dates	4.4.3.3.3.4	Ikhlas dates
Ikhlas dates	4.5.6.3.3.4	Ikhlas dates
Iki beef	6.7.6.2.18.16	Iki beef
Iki beef	6.7.6.2.6.3	Iki beef
Iki shochu	6.7.6.2.20.4	Iki shochu
Ikigage	3.6.4.1.14.3	Ikigage
Ikigage	3.6.4.1.20.5	Ikigage
Ikigage	3.6.4.2.14.3	Ikigage
Ikigage	3.6.4.2.20.5	Ikigage
Ikigage	3.6.4.3.14.3	Ikigage
Ikigage	3.6.4.3.20.5	Ikigage
Ikigage	3.6.4.4.14.3	Ikigage
Ikigage	3.6.4.4.20.5	Ikigage
Ikivuguto	3.6.4.1.11.5	Ikivuguto
Ikivuguto	3.6.4.1.14.1	Ikivuguto
Ikivuguto	3.6.4.1.20.6	Ikivuguto
Ikivuguto	3.6.4.2.11.5	Ikivuguto
Ikivuguto	3.6.4.2.14.1	Ikivuguto
Ikivuguto	3.6.4.2.20.6	Ikivuguto
Ikivuguto	3.6.4.3.11.5	Ikivuguto
Ikivuguto	3.6.4.3.14.1	Ikivuguto
Ikivuguto	3.6.4.3.20.6	Ikivuguto
Ikivuguto	3.6.4.4.11.5	Ikivuguto
Ikivuguto	3.6.4.4.14.1	Ikivuguto
Ikivuguto	3.6.4.4.20.6	Ikivuguto
Ikkyu Nyukon pumpkins	6.7.2.1.2.34	Ikkyu Nyukon pumpkins
Ikuhikari rice	6.7.6.4.1.6	Ikuhikari rice
ikura	6.7.1.2.14.3	ikura
ikura	6.7.1.2.17.1	ikura
ikura	6.7.2.1.17.1	ikura
ikura	6.7.2.3.14.4	ikura
ikura	6.7.2.3.17.1	ikura
ilala palm fruit	3.7.3.3.3.2	ilala palm fruit
ilala palm heart	3.7.3.3.2.11	ilala palm heart
ilala palm heart	3.7.3.3.9.3	ilala palm heart
ilala palm sap	3.7.3.3.18.5	ilala palm sap
ilaot	9.4.2.1.13.2	ilaot
ilaot	9.4.2.1.15.1	ilaot
ilaot	9.4.2.1.17.6	ilaot
Île de Beauté blanc	2.3.6.4.16.18	White Beauty Island
Île de Beauté blanc	2.3.6.4.20.18	White Beauty Island
Île de Beauté rosé	2.3.6.4.16.17	Isle of Beauty rosé
Île de Beauté rosé	2.3.6.4.20.17	Isle of Beauty rosé
Île de Beauté rouge	2.3.6.4.16.16	Isle of Red Beauty
Île de Beauté rouge	2.3.6.4.20.16	Isle of Red Beauty
Île-de-France lamb	2.3.2.1.6.5	Île-de-France lamb
Ili apple	6.4.4.2.18.1	Ili apple
Ili apple	6.4.4.2.3.1	Ili apple
Ili honey	6.4.4.2.15.1	Ili honey
Ili honey	6.4.4.2.18.2	Ili honey
Ili honey	6.4.4.2.19.4	Ili honey
ilibada	4.1.2.2.2.17	ilibada
ilibada leaves	4.1.2.2.23.2	ilibada leaves
ilibada leaves	4.1.2.2.7.6	ilibada leaves
Illawarra plum	9.1.2.1.18.6	Illawarra plum
Illawarra plum	9.1.2.1.3.15	Illawarra plum
Illawarra plum seed	9.1.2.1.5.7	Illawarra plum seed
Ilpengk	9.1.5.3.19.4	Ilpengk
Imakane Danshaku potatoes	6.7.1.1.1.9	Imakane Danshaku potatoes
Imakane Komachi tofu	6.7.1.1.11.9	Imakane Komachi tofu
Imbo rice	3.6.5.2.18.7	Imbo rice
imbuya	3.7.1.3.18.3	imbuya
imbuya	3.7.1.3.2.22	imbuya
Imeretian cheese	4.2.1.4.11.3	Imeretian cheese
Imeretian cheese	4.2.1.5.11.5	Imeretian cheese
Imeretian saffron	4.2.1.3.18.1	Imeretian saffron
Imeretian saffron	4.2.1.3.8.1	Imeretian saffron
Imeruli cheese	4.2.1.3.11.1	Imeruli cheese
imeruli cheese	4.2.1.1.11.5	imeruli cheese
imifino	3.7.1.2.18.1	imifino
imileqwa chicken	3.7.1.2.6.7	imileqwa chicken
imileqwa chicken	3.7.1.3.6.6	imileqwa chicken
Imlana	5.3.4.3.20.5	Imlana
İmlebbes	4.1.5.3.18.9	İmlebbes
Imli	5.5.3.1.12.2	Imli
Imli	5.5.3.2.12.2	Imli
Imli	5.5.3.3.12.1	Imli
Imli	5.5.3.4.12.2	Imli
Imli	5.5.4.1.12.1	Imli
Imli	5.5.4.2.12.1	Imli
Imli	5.5.4.3.12.2	Imli
Imli chutney	5.5.3.2.13.6	Imli chutney
Imli chutney	5.5.3.3.13.3	Imli chutney
Imli chutney	5.5.3.4.13.6	Imli chutney
Imli chutney	5.5.4.2.13.4	Imli chutney
Imli chutney	5.5.4.3.13.5	Imli chutney
imli chutney	5.2.1.1.13.3	imli chutney
Imli ki chutney	5.5.3.1.13.3	Imli ki chutney
Imlijhor	5.4.5.2.13.5	Imlijhor
immature coconut meat	9.4.4.2.11.6	immature coconut meat
Immortelle	2.3.6.4.19.5	Immortelle
immortelle	2.6.2.4.19.3	immortelle
immortelle	2.6.2.4.7.9	immortelle
immortelle	2.6.4.2.19.3	immortelle
immortelle	2.6.4.2.7.9	immortelle
imo shochu	6.7.6.4.16.6	imo shochu
imo shochu	6.7.6.4.20.5	imo shochu
impala	3.7.2.1.6.13	impala
impala	3.7.5.4.6.24	impala
impasto per tiella di Gaeta	2.4.4.3.1.10	Gaeta tiella dough
Impeke	3.6.5.1.14.2	Impeke
Impeke	3.6.5.1.20.5	Impeke
Impeke	3.6.5.2.14.2	Impeke
Impeke	3.6.5.2.20.5	Impeke
Impeke	3.6.5.3.14.2	Impeke
Impeke	3.6.5.3.20.5	Impeke
imperatoria	2.4.1.1.19.7	imperatoria
imperatoria	2.4.2.3.19.8	imperatoria
imphepho	3.7.1.1.19.6	imphepho
Imported rice	3.5.4.1.1.19	Imported rice
Imported rice	3.5.4.2.1.15	Imported rice
Imported rice	3.5.4.4.1.14	Imported rice
Imported rice	3.5.4.6.1.14	Imported rice
imported rice	3.4.3.3.1.2	imported rice
Impwa	3.5.4.4.18.8	Impwa
Impwa	3.5.4.4.2.11	Impwa
impwa	3.7.5.1.2.7	impwa
impwa	3.7.5.2.2.14	impwa
impwa	3.7.5.3.2.7	impwa
Imsil cheese	6.6.2.2.11.1	Imsil cheese
ʻina	1.1.12.5.6.17	in case
Inagi pears	6.7.3.1.3.5	Inagi pears
īnaka	9.2.1.3.6.5	ink
ʻinamona	1.1.12.5.13.3	Cinnamon
ʻinamona	1.1.12.5.17.5	Cinnamon
īnanga whitebait	9.2.1.2.6.25	target whitebait
īnanga whitebait	9.2.2.2.6.22	target whitebait
īnanga whitebait	9.2.2.4.6.16	target whitebait
īnanga whitebait	9.2.3.4.6.1	target whitebait
inasnen ti'ao	9.4.1.3.14.7	inasnen the'ao
inasnen tukong	9.4.1.3.14.8	inasnen tukong
Inazumi ume	6.7.5.1.12.6	Inazumi ume
Inazumi ume	6.7.5.1.3.12	Inazumi ume
inchicucho	1.6.3.1.13.5	inchicucho
incir kekiği	4.1.2.3.8.4	fig thyme
inconnu	1.1.13.5.6.4	inconnu
Inderøy apples	2.9.2.3.18.10	Inderøy apples
Inderøy apples	2.9.2.3.3.2	Inderøy apples
Inderøyarve	2.9.2.3.18.11	Inland heritage
Inderøyarve	2.9.2.3.7.12	Inland heritage
Indi lime	5.6.3.4.18.4	Indi lime
Indi lime	5.6.3.4.19.7	Indi lime
Indi lime	5.6.3.4.3.11	Indi lime
Indi lime juice	5.6.3.4.12.4	Indi lime juice
India pale ale	2.9.1.4.20.4	India pale ale
Indian almond	9.4.3.3.3.30	Indian almond
Indian almond	9.4.3.3.5.8	Indian almond
Indian barberry fruit	5.3.1.1.3.10	Indian barberry fruit
Indian bean	5.4.1.1.2.7	Indian bean
Indian bean	5.7.3.3.2.19	Indian bean
Indian beans	5.7.3.3.4.6	Indian beans
Indian borage	5.6.1.1.19.6	Indian borage
Indian borage	5.6.1.1.7.10	Indian borage
Indian borage	5.6.1.2.19.5	Indian borage
Indian borage	5.6.1.2.7.7	Indian borage
Indian borage	5.6.1.3.19.5	Indian borage
Indian borage	5.6.1.3.7.7	Indian borage
Indian borage	5.6.2.5.19.6	Indian borage
Indian borage	5.6.2.5.7.9	Indian borage
Indian gooseberry	5.6.1.1.19.12	Indian gooseberry
Indian gooseberry	5.6.1.1.3.20	Indian gooseberry
Indian gooseberry	5.6.1.2.19.10	Indian gooseberry
Indian gooseberry	5.6.1.2.3.14	Indian gooseberry
Indian gooseberry	5.6.1.3.19.10	Indian gooseberry
Indian gooseberry	5.6.1.3.3.13	Indian gooseberry
Indian gooseberry	5.6.2.3.19.11	Indian gooseberry
Indian gooseberry	5.6.2.3.3.13	Indian gooseberry
Indian gooseberry	5.6.2.5.19.8	Indian gooseberry
Indian gooseberry	5.6.2.5.3.12	Indian gooseberry
Indian gooseberry	5.6.3.2.19.6	Indian gooseberry
Indian gooseberry	5.6.3.2.3.8	Indian gooseberry
Indian gooseberry	5.6.3.3.19.9	Indian gooseberry
Indian gooseberry	5.6.3.4.19.6	Indian gooseberry
Indian gooseberry	5.6.3.4.3.10	Indian gooseberry
Indian gooseberry	5.6.4.1.19.6	Indian gooseberry
Indian gooseberry	5.6.4.1.3.12	Indian gooseberry
Indian gooseberry	5.6.4.2.19.6	Indian gooseberry
Indian gooseberry	5.6.4.2.3.14	Indian gooseberry
Indian gooseberry	5.6.4.3.19.6	Indian gooseberry
Indian gooseberry	5.6.4.3.3.13	Indian gooseberry
Indian gooseberry	5.6.5.1.19.7	Indian gooseberry
Indian gooseberry	5.6.5.1.3.13	Indian gooseberry
Indian gooseberry	5.6.5.2.19.6	Indian gooseberry
Indian gooseberry	5.6.5.2.3.12	Indian gooseberry
Indian gooseberry	5.6.5.3.19.6	Indian gooseberry
Indian gooseberry	5.6.5.3.3.12	Indian gooseberry
Indian gooseberry	6.4.2.4.19.2	Indian gooseberry
Indian gooseberry	6.4.2.4.3.10	Indian gooseberry
Indian gooseberry	7.1.1.3.19.6	Indian gooseberry
Indian gooseberry	7.1.1.3.3.7	Indian gooseberry
Indian gooseberry	7.1.1.5.12.4	Indian gooseberry
Indian gooseberry	7.1.1.5.19.2	Indian gooseberry
Indian gooseberry	7.1.1.5.3.4	Indian gooseberry
Indian gooseberry pickle	5.6.3.2.13.13	Indian gooseberry pickle
Indian gooseberry pickle	5.6.3.2.14.6	Indian gooseberry pickle
Indian jujube	9.4.1.1.3.10	Indian jujube
Indian leek	7.1.1.5.7.10	Indian leek
Indian mackerel	3.2.1.5.6.23	Indian mackerel
Indian mackerel	3.2.2.4.6.15	Indian mackerel
Indian mackerel	4.5.4.2.6.5	Indian mackerel
Indian mackerel	4.5.4.3.6.8	Indian mackerel
Indian mackerel	4.5.5.1.6.13	Indian mackerel
Indian mackerel	5.2.2.1.6.16	Indian mackerel
Indian mackerel	5.2.4.2.6.2	Indian mackerel
Indian mackerel	5.4.2.1.6.6	Indian mackerel
Indian mackerel	5.4.3.2.6.4	Indian mackerel
Indian mackerel	5.4.3.3.6.3	Indian mackerel
Indian mackerel	5.6.1.3.6.4	Indian mackerel
Indian mackerel	5.6.3.1.6.1	Indian mackerel
Indian mackerel	5.6.4.1.6.1	Indian mackerel
Indian mackerel	5.6.4.2.6.8	Indian mackerel
Indian mulberry leaves	7.1.4.3.19.1	Indian mulberry leaves
Indian mulberry leaves	7.1.4.3.2.14	Indian mulberry leaves
Indian mulberry leaves	7.1.4.3.7.8	Indian mulberry leaves
Indian mustard leaves	6.6.1.3.2.1	Indian mustard leaves
Indian mustard leaves	6.6.1.3.7.1	Indian mustard leaves
Indian pennywort	7.1.3.1.19.6	Indian pennywort
Indian pennywort	7.1.3.1.7.23	Indian pennywort
Indian salmon	5.4.2.1.6.4	Indian salmon
Indian spinach	7.5.1.1.2.15	Indian spinach
Indian spinach	7.5.1.2.2.21	Indian spinach
Indian spinach	7.5.1.2.7.10	Indian spinach
Indian spinach	9.2.1.1.2.15	Indian spinach
Indian white prawn	5.3.3.1.6.11	Indian white prawn
Indian white prawns	5.6.4.2.6.3	Indian white prawns
indica rice	6.2.3.3.1.1	indica rice
indica rice	6.2.3.4.1.2	indica rice
indica rice	6.2.4.4.1.3	indica rice
indica rice	6.3.1.3.1.1	indica rice
indica rice	6.3.1.4.1.1	indica rice
indica rice	6.3.2.1.1.1	indica rice
indica rice	6.3.2.3.1.2	indica rice
indica rice	6.3.4.1.1.2	indica rice
Indigenous chicken	3.6.1.2.6.6	Indigenous chicken
