1.1.3 U.S. South	1.1.2.5.24.7	1.1.3 U.S. South
Uesho satoimo	6.7.5.1.1.16	Uesho satoimo
Uesho satoimo	6.7.5.1.18.12	Uesho satoimo
Œuf	1.4.7.3.22.6	Egg
Œuf	1.4.7.3.6.18	Egg
Œuf	1.4.9.1.22.6	Egg
Œuf	1.4.9.1.6.18	Egg
Œuf	1.4.9.2.22.6	Egg
Œuf	1.4.9.2.6.20	Egg
Œuf	1.4.9.3.22.6	Egg
Œuf	1.4.9.3.6.20	Egg
Ugali	3.5.4.4.1.8	Ugali
ugba	3.4.6.2.13.4	ugba
ugba	3.4.6.2.14.4	ugba
ugba	3.4.6.2.18.2	ugba
Uggani borugulu	5.6.4.3.18.7	Uggani borugulu
Uglich cheese	2.8.7.3.11.12	Uglich cheese
Ugni Blanc grapes	2.3.4.1.3.14	Ugni Blanc grapes
ugui	6.7.1.3.6.14	ugui
uguisuna	6.7.4.2.2.37	uguisuna
ugwu leaves	3.4.6.1.2.22	ugwu leaves
uhi	1.1.12.5.1.8	uhi
uhorky nakladačky	2.5.6.1.2.22	pickled cucumbers
uhorky nakladačky	2.5.6.3.2.18	pickled cucumbers
Uhre wheat	2.9.1.2.1.6	Uhre wheat
UHT milk	9.4.4.1.11.4	UHT milk
Uhudler	2.5.3.2.14.13	Uhudler
Uhudler	2.5.3.2.16.17	Uhudler
Uhudler	2.5.3.2.18.20	Uhudler
Uhudler	2.5.3.2.20.6	Uhudler
Uiseong garlic	6.6.2.3.2.6	Uiseong garlic
Uiseong plum	6.6.2.3.3.16	Uiseong plum
Uji	3.6.1.4.20.4	Uji
Uji gyokuro	6.7.4.2.20.3	Uji gyokuro
Uji matcha	6.7.4.2.20.2	Uji matcha
Uji sencha	6.7.4.2.20.4	Uji sencha
Uji tea	6.7.4.2.18.20	Uji tea
Uji tea	6.7.4.2.19.2	Uji tea
Uji tea	6.7.4.2.20.1	Uji tea
Uji tea infusion	6.7.4.2.16.3	Uji tea infusion
Ujimqin lamb	6.1.4.3.18.15	Ujimqin lamb
Ujimqin sheep	6.1.4.3.6.4	Ujimqin sheep
Ukama potatoes	2.3.9.1.1.6	Ukama potatoes
ukazi leaves	3.4.6.2.18.5	ukazi leaves
ukazi leaves	3.4.6.2.2.15	ukazi leaves
Ukda rice	5.4.3.2.1.3	Ukda rice
Ukda rice	5.4.3.3.1.2	Ukda rice
Ukde rice	5.4.3.1.1.3	Ukde rice
ukha	2.8.7.1.18.6	ukha
ukha	2.8.7.2.18.7	ukha
ukha	2.8.7.4.18.10	ukha
ukpo powder	3.4.6.2.22.11	ukpo powder
uku	1.1.12.1.6.17	uku
uku	1.1.12.2.6.16	uku
uku	1.1.12.3.6.18	uku
ukwa	3.4.6.2.18.1	ukwa
Ukwaju sauce	3.6.1.1.13.1	Ukwaju sauce
Ukwaju sauce	3.6.2.1.13.1	Ukwaju sauce
Ukwaju sauce	3.6.2.2.13.1	Ukwaju sauce
ulala	1.6.5.3.19.1	ulala
ulala	1.6.5.3.3.5	ulala
ulam raja	7.2.1.1.7.11	ulam raja
Ulanqab potato	6.1.4.3.1.24	Ulanqab potato
Ulanqab potato	6.1.4.3.2.3	Ulanqab potato
Ulanzi	3.6.2.5.14.1	Ulanzi
Ulanzi	3.6.2.5.20.4	Ulanzi
ulat sagu	7.3.7.1.18.1	ulat sagu
ulat sagu	7.3.7.1.6.12	ulat sagu
ulat sagu	7.3.7.4.18.1	ulat sagu
ulat sagu	7.3.7.4.6.11	ulat sagu
Ulavacharu broth base	5.6.4.3.18.2	Ulavacharu broth base
Ulcinj okra	2.6.6.1.18.7	Ulcinj okra
Ulcinj sea salt	2.6.6.1.21.2	Ulcinj sea salt
Ulcinj sea salt	2.6.6.1.8.2	Ulcinj sea salt
uli	7.3.2.5.1.13	uli
uli	7.3.2.5.18.10	uli
Ulkerup wheat	2.9.1.3.1.7	Ulkerup wheat
Ulkerup wheat	2.9.1.3.18.4	Ulkerup wheat
Ulleung myeongi	6.6.2.3.18.3	Ulleung myeongi
Ulleung stone laver	6.6.2.3.18.5	Ulleung stone laver
Ulleung stone sea mustard	6.6.2.3.18.4	Ulleung stone sea mustard
Ulluco	1.5.1.4.1.14	Ulluco
Ulluco	1.5.2.4.1.14	Ulluco
Ulmo	1.8.5.1.19.10	Ulmo
Ulpada	1.8.1.3.18.7	Ulpada
Ulpo	1.8.3.2.20.10	Ulpo
Ulte	1.8.3.3.18.2	Ulte
ʻulu	1.1.12.1.1.6	grow up
ʻulu	1.1.12.2.1.6	grow up
ʻulu	1.1.12.3.1.9	grow up
ʻulu	1.1.12.4.1.7	grow up
ʻulu	1.1.12.5.1.5	grow up
ʻulu	1.1.12.5.3.5	grow up
ʻulu hummus	1.1.12.3.13.13	hummus head
Uma rice	5.6.1.2.1.1	Uma rice
Uma Tettü blackcurrant juice	2.9.6.2.18.11	A Tettü blackcurrant juice
umai	7.2.4.2.18.2	umai
umarí	1.6.3.1.18.7	umarí
umarí	1.6.3.1.3.9	umarí
Umbadiyu stuffing paste	5.4.1.4.13.6	Umbadiyu stuffing paste
umbrella thorn wood	3.7.2.3.24.2	umbrella thorn wood
umbricelli	2.4.3.2.1.18	umbricelli
umbu	1.7.2.1.12.4	umbu
umbu	1.7.2.1.18.5	umbu
umbu	1.7.2.1.3.1	umbu
umbu	1.7.3.3.12.1	umbu
umbu	1.7.3.3.19.4	umbu
umbu	1.7.3.3.3.3	umbu
umbu-cajá	1.7.2.1.12.5	umbu-cajá
umbu-cajá	1.7.2.1.18.6	umbu-cajá
umbu-cajá	1.7.2.1.3.2	umbu-cajá
umbut kelapa	7.3.4.4.2.3	umbut kelapa
umbut rotan	7.3.4.4.18.1	umbut rotan
umbut rotan	7.3.4.4.2.1	umbut rotan
umbut sawit	7.3.4.4.18.2	umbut sawit
umbut sawit	7.3.4.4.2.2	umbut sawit
umbuzada	1.7.2.1.20.4	umbuzada
umcombotsi	3.7.8.2.14.3	umcombotsi
umcombotsi	3.7.8.2.20.6	umcombotsi
umdaan	8.2.3.1.11.8	umdaan
ume	6.7.1.1.12.4	ume
ume	6.7.1.1.3.25	ume
ume paste	6.7.4.4.13.7	ume paste
ume paste	6.7.5.1.13.6	ume paste
ume salt	6.7.4.4.21.2	ume salt
ume syrup	6.7.4.4.15.6	ume syrup
ume syrup	6.7.5.1.15.5	ume syrup
ume vinegar	6.7.4.2.12.4	ume vinegar
ume vinegar	6.7.4.4.12.3	ume vinegar
ume vinegar	6.7.5.1.12.3	ume vinegar
ume vinegar	6.7.5.1.19.8	ume vinegar
ume-plums	6.7.4.4.3.5	ume-plums
ume-plums	6.7.6.4.3.10	ume-plums
umeboshi	6.7.4.4.14.6	umeboshi
umeboshi	6.7.4.4.17.7	umeboshi
umeboshi	6.7.4.4.19.1	umeboshi
umeshu	6.7.4.4.16.9	umeshu
umeshu	6.7.4.4.20.7	umeshu
umibudo	6.7.7.1.17.1	umibudo
umibudo	6.7.7.1.18.7	umibudo
umibudo	6.7.7.2.17.1	umibudo
umibudo	6.7.7.2.18.8	umibudo
umibudo	6.7.7.2.6.11	umibudo
Umm Rahim dates	4.5.3.4.3.15	Umm Rahim dates
umqombothi	3.7.1.2.14.4	umqombothi
umqombothi	3.7.1.2.20.4	umqombothi
umqombothi	3.7.1.3.14.3	umqombothi
umqombothi	3.7.1.3.20.5	umqombothi
umqombothi	3.7.1.4.14.5	umqombothi
umqombothi	3.7.1.4.20.2	umqombothi
umqombothi	3.7.1.5.14.5	umqombothi
umqombothi	3.7.1.5.20.4	umqombothi
umqombothi	3.7.1.6.14.5	umqombothi
umqombothi	3.7.1.6.20.8	umqombothi
umqombotsi	3.7.8.1.14.4	umqombotsi
umqombotsi	3.7.8.1.20.3	umqombotsi
umu stones	9.5.5.1.24.1	umu stones
umu stones	9.5.5.2.24.1	umu stones
umu stones	9.5.6.3.24.1	umu stones
Umwungo	3.6.4.1.19.7	Umwungo
Umwungo herbs	3.6.4.1.18.10	Umwungo herbs
Uña de gato	1.3.4.1.19.2	cat's claw
uña de gato	1.6.3.1.19.1	cat's claw
uña de gato	1.6.3.2.19.1	cat's claw
uña de gato	1.6.3.3.19.1	cat's claw
uña de gato	1.6.5.2.19.5	cat's claw
unagi	6.7.3.1.6.4	unagi
unagi sauce	6.7.3.1.13.6	unagi sauce
unbleached sultanas	3.7.1.7.14.3	unbleached sultanas
uncooked rice	7.1.2.1.1.5	uncooked rice
uncucha	1.6.3.3.1.11	uncucha
uncucha	1.6.3.3.18.9	uncucha
Underground bakery heat	2.9.5.2.24.2	Underground bakery heat
underground mushroom	3.7.5.4.18.4	underground mushroom
underground mushroom	3.7.5.4.2.23	underground mushroom
Undhiyu masala	5.4.1.4.13.5	Undhiyu masala
Undredal brown goat cheese	2.9.2.2.11.8	Undredal brown goat cheese
Undredal brown goat cheese	2.9.2.2.18.10	Undredal brown goat cheese
Undredal white goat cheese	2.9.2.2.11.9	Undredal white goat cheese
Undredal white goat cheese	2.9.2.2.18.9	Undredal white goat cheese
ungurahui	1.6.3.1.18.10	ungurahui
ungurahui	1.6.3.1.3.21	ungurahui
ungurahui	1.6.3.3.18.6	ungurahui
ungurahui	1.6.3.3.3.9	ungurahui
unha-de-velho	1.7.2.3.18.4	old man's nail
unha-de-velho	1.7.2.3.6.16	old man's nail
Unhulled sesame seed	3.2.3.2.5.3	Unhulled sesame seed
unicornfish	9.4.2.2.6.12	unicornfish
unicornfish	9.4.4.2.6.13	unicornfish
unicornfish	9.5.2.1.6.12	unicornfish
unicornfish	9.5.2.2.6.17	unicornfish
Unoy rice	7.4.1.3.1.4	Unoy rice
Unoy rice	7.4.1.3.18.2	Unoy rice
Unpeeled potatoes	2.9.8.4.1.2	Unpeeled potatoes
Unrefined cane sugar	1.3.4.2.15.4	Unrefined cane sugar
unrefined sunflower oil	2.8.2.2.10.4	unrefined sunflower oil
unrefined sunflower oil	4.2.1.2.10.2	unrefined sunflower oil
unrefined sunflower oil	4.2.1.3.10.2	unrefined sunflower oil
unripe almonds	4.6.1.2.3.12	unripe almonds
Unripe cloudberries	2.9.4.4.19.1	Unripe cloudberries
unripe dwarf pine cones	8.2.4.4.18.8	unripe dwarf pine cones
unripe grape juice	4.2.2.1.12.3	unripe grape juice
unripe grape juice	4.2.2.3.12.3	unripe grape juice
unripe grapes	4.2.1.1.18.7	unripe grapes
unripe grapes	4.2.1.3.12.3	unripe grapes
unripe grapes	4.2.1.3.18.5	unripe grapes
Unripe mango	7.5.1.3.12.4	Unripe mango
Unripe mango	7.5.1.3.3.9	Unripe mango
Unripe mango	7.5.2.1.12.5	Unripe mango
Unripe mango	7.5.2.2.12.5	Unripe mango
Unripe mango	7.5.2.3.12.5	Unripe mango
unripe mango	5.2.1.3.12.6	unripe mango
unripe mango	7.2.1.1.3.4	unripe mango
unripe mango	7.2.1.2.3.10	unripe mango
Unripe papaya	7.5.1.4.2.5	Unripe papaya
unripe pineapple juice	7.3.1.2.12.7	unripe pineapple juice
unripe pineapple juice	7.3.1.2.22.9	unripe pineapple juice
unripe tamarind	9.4.1.1.12.8	unripe tamarind
unripe tamarind seeds	9.4.1.2.12.9	unripe tamarind seeds
unripe tamarind seeds	9.4.1.3.12.8	unripe tamarind seeds
Unsalted butter	1.1.1.1.10.1	Unsalted butter
Unsalted butter	2.3.1.2.10.3	Unsalted butter
Unsalted butter	2.3.1.2.11.10	Unsalted butter
Unsalted butter	2.3.1.4.10.1	Unsalted butter
Unsalted butter	2.9.5.2.10.2	Unsalted butter
Unsalted butter	2.9.5.2.11.8	Unsalted butter
unsalted cottage cheese	4.2.1.5.11.9	unsalted cottage cheese
unsalted nuts	1.1.13.5.5.1	unsalted nuts
unsalted seeds	1.1.13.5.5.2	unsalted seeds
Unshelled peanuts	3.5.4.4.5.3	Unshelled peanuts
Unshelled peanuts	3.5.4.6.4.10	Unshelled peanuts
Unshelled peanuts	3.5.4.6.5.3	Unshelled peanuts
unsweetened condensed milk	3.4.2.1.11.7	unsweetened condensed milk
Unsweetened soy milk	6.5.1.2.11.2	Unsweetened soy milk
unto	2.2.2.1.10.3	unto
unto	2.2.2.2.10.3	unto
unto	2.2.2.2.14.7	unto
unto	2.2.2.2.6.11	unto
unto	2.2.2.3.10.4	unto
uova	2.4.2.4.22.9	uova
uova	2.4.4.1.6.20	uova
uova	2.4.5.3.6.12	uova
uova	2.4.6.1.6.21	uova
uova	2.4.6.2.6.30	uova
uova	2.4.6.3.6.13	uova
uova	2.4.7.3.6.22	uova
uova	2.5.4.3.6.30	uova
Uova di pesce spada dell'Isola di Ponza	2.4.4.3.14.5	Swordfish eggs from the island of Ponza
Uova di pesce spada dell'Isola di Ponza	2.4.4.3.18.5	Swordfish eggs from the island of Ponza
Uova di pesce spada dell'Isola di Ponza	2.4.4.3.6.22	Swordfish eggs from the island of Ponza
Uovo olives	9.2.3.1.3.26	Uovo olives
upa	8.2.4.4.18.10	upa
Upala ke angare	5.5.3.3.24.2	Upala ke angare
Upale ka dhuan	5.5.3.2.24.2	Upale ka dhuan
Upale ka dhuan	5.5.3.4.24.4	Upale ka dhuan
Updrögt Bohnen	2.5.1.1.14.7	Updrinks beans
Updrögt Bohnen	2.5.1.1.4.5	Updrinks beans
Upland rice	3.2.3.2.1.11	Upland rice
Upland rice	3.6.1.4.1.8	Upland rice
Upland rice	5.7.2.3.1.2	Upland rice
Upland rice	7.4.3.1.1.3	Upland rice
Upland rice	7.4.3.4.1.3	Upland rice
Upland rice	7.4.4.1.1.3	Upland rice
Upland rice	7.5.1.2.1.3	Upland rice
Upland rice	7.5.2.1.1.2	Upland rice
Upland rice	7.5.2.2.1.6	Upland rice
Upland rice	7.5.2.3.1.5	Upland rice
upland rice	3.4.1.4.1.4	upland rice
upland rice	3.4.3.1.1.5	upland rice
upland rice	3.4.3.2.1.1	upland rice
upland rice	3.4.3.4.1.2	upland rice
upland rice	3.7.7.1.1.7	upland rice
upland rice	6.2.3.2.1.1	upland rice
upland rice	7.1.5.4.1.4	upland rice
upland rice	7.1.7.2.1.1	upland rice
upland rice ferment	7.1.5.4.20.4	upland rice ferment
upland sticky rice	7.1.7.2.1.3	upland sticky rice
Upplandskubb	2.9.3.4.1.11	Upplandskubb
Upplandskubb	2.9.3.4.18.1	Upplandskubb
Upplandskubb slices	2.9.3.4.23.4	Upplandskubb slices
Uppukandam	5.6.2.4.14.12	Uppukandam
Uppukandam	5.6.2.4.18.8	Uppukandam
upside-down catfish	3.4.5.2.6.6	upside-down catfish
upside-down catfish	3.4.6.4.6.5	upside-down catfish
upside-down catfish	3.4.6.5.6.7	upside-down catfish
upside-down catfish	3.4.6.6.6.7	upside-down catfish
upside-down catfish	3.4.7.4.6.7	upside-down catfish
upsidedown catfish	3.4.1.4.6.3	upsidedown catfish
Urad badi	5.4.5.1.14.6	Urad badi
Urad batter	5.3.5.2.22.7	Urad batter
Urad batter	5.3.5.3.22.7	Urad batter
Urad batter	5.5.5.1.22.4	Urad batter
Urad dal	5.3.1.1.4.8	Urad dal
Urad dal	5.4.1.1.4.7	Urad dal
Urad dal	5.4.2.1.4.6	Urad dal
Urad dal	5.4.3.1.1.16	Urad dal
Urad dal	5.4.3.1.4.9	Urad dal
Urad dal	5.4.3.2.1.17	Urad dal
Urad dal	5.4.3.2.4.3	Urad dal
Urad dal	5.4.3.3.1.17	Urad dal
Urad dal	5.4.3.3.4.3	Urad dal
Urad dal	5.4.4.1.4.8	Urad dal
Urad dal	5.4.4.2.4.8	Urad dal
Urad dal	5.4.4.3.4.9	Urad dal
Urad dal	5.4.4.4.4.8	Urad dal
Urad dal	5.4.5.1.4.8	Urad dal
Urad dal	5.4.5.3.4.5	Urad dal
Urad dal	5.5.3.1.4.7	Urad dal
Urad dal	5.5.3.2.4.7	Urad dal
Urad dal	5.5.3.3.4.5	Urad dal
Urad dal	5.5.3.4.4.8	Urad dal
Urad dal	5.5.4.1.4.6	Urad dal
Urad dal	5.5.4.2.4.2	Urad dal
Urad dal	5.5.4.3.4.1	Urad dal
Urad dal	5.5.5.2.4.10	Urad dal
Urad dal	5.6.2.1.4.2	Urad dal
Urad dal	5.6.2.2.4.4	Urad dal
Urad dal	5.6.2.3.4.3	Urad dal
Urad dal	5.6.3.2.4.4	Urad dal
Urad dal	5.6.3.3.4.4	Urad dal
Urad dal	5.6.4.1.4.5	Urad dal
Urad dal	5.6.4.2.4.4	Urad dal
Urad dal	5.6.4.3.4.5	Urad dal
Urad dal	5.6.5.1.4.6	Urad dal
Urad dal	5.6.5.2.4.6	Urad dal
Urad dal	5.6.5.3.4.6	Urad dal
urad dal	7.2.1.1.4.7	urad dal
Urad dal batter	5.4.3.1.1.17	Urad dal batter
Urad dal batter	5.4.3.1.22.5	Urad dal batter
Urad dal batter	5.4.3.2.1.18	Urad dal batter
Urad dal batter	5.4.3.2.22.4	Urad dal batter
Urad dal batter	5.4.3.3.1.18	Urad dal batter
Urad dal batter	5.4.3.3.22.3	Urad dal batter
Urad dal batter	5.4.4.1.22.4	Urad dal batter
Urad dal batter	5.4.4.2.22.3	Urad dal batter
Urad dal batter	5.4.4.3.22.3	Urad dal batter
Urad dal batter	5.4.4.4.22.4	Urad dal batter
Urad dal batter	5.4.5.1.22.3	Urad dal batter
Urad dal batter	5.4.5.3.22.4	Urad dal batter
Urad dal batter	5.5.3.1.22.3	Urad dal batter
Urad dal batter	5.5.3.2.22.4	Urad dal batter
Urad dal batter	5.5.3.3.22.5	Urad dal batter
Urad dal batter	5.5.3.4.22.4	Urad dal batter
Urad dal batter	5.5.4.3.22.3	Urad dal batter
Urad dal batter	5.6.2.2.22.4	Urad dal batter
Urad dal batter	5.6.2.3.22.4	Urad dal batter
Urad dal batter	5.6.2.4.22.4	Urad dal batter
Urad dal batter	5.6.2.5.22.5	Urad dal batter
Urad dal batter	5.6.3.1.22.6	Urad dal batter
Urad dal batter	5.6.3.2.22.5	Urad dal batter
Urad dal batter	5.6.3.3.22.5	Urad dal batter
Urad dal batter	5.6.3.4.22.5	Urad dal batter
Urad dal batter	5.6.4.1.22.6	Urad dal batter
Urad dal batter	5.6.4.2.22.6	Urad dal batter
Urad dal batter	5.6.4.3.22.5	Urad dal batter
Urad dal batter	5.6.5.1.22.8	Urad dal batter
Urad dal batter	5.6.5.2.22.6	Urad dal batter
Urad dal batter	5.6.5.3.22.6	Urad dal batter
Urad dal ka batter	5.5.4.1.22.5	Urad dal ka batter
Urad dal ka batter	5.5.4.2.22.5	Urad dal ka batter
Urad flour	5.4.1.2.1.9	Urad flour
Urad flour	5.4.1.2.22.5	Urad flour
Urad flour	5.4.1.3.1.12	Urad flour
Urad flour	5.4.1.3.22.8	Urad flour
urad papad	5.2.2.2.14.7	urad papad
urad papad	5.2.2.2.18.6	urad papad
urad papad	5.2.2.3.14.6	urad papad
urad papad	5.2.2.3.18.8	urad papad
Urbinu oysters	2.3.6.4.6.25	Urbinu oysters
Urd bean	9.3.2.1.4.7	Urd bean
Urd bean	9.3.2.2.4.7	Urd bean
Urd bean	9.3.2.3.4.7	Urd bean
Urd bean	9.3.2.4.4.8	Urd bean
urda	2.6.9.4.11.5	urda
urdă	2.8.4.1.11.11	cheese
urdă	2.8.4.2.11.13	cheese
urdă	2.8.4.3.11.13	cheese
urdă	2.8.6.1.11.7	cheese
urdă	2.8.6.2.11.7	cheese
Urdin	2.2.3.2.3.18	Urdin
urel	1.3.7.3.6.4	urel
Ureshino tea	6.7.6.1.18.8	Ureshino tea
Ureshino tea	6.7.6.1.19.3	Ureshino tea
Ureshino tea	6.7.6.1.20.5	Ureshino tea
Ureshino tea infusion	6.7.6.1.16.8	Ureshino tea infusion
Ureshino tea leaves	6.7.6.1.8.3	Ureshino tea leaves
üretme maya	4.1.3.3.22.2	producing yeast
Urfa Eşkili	4.1.5.1.14.1	Urfa Eşkili
Urfa Meyan Şerbeti	4.1.5.1.18.22	Urfa Licorice Sherbet
Urfa Meyan Şerbeti	4.1.5.1.20.1	Urfa Licorice Sherbet
Urfa Peyniri	4.1.5.1.11.1	Urfa Peyniri
Urfa Peyniri	4.1.5.1.18.12	Urfa Peyniri
urga flour	4.1.2.3.1.4	urga flour
Urla Sakız Enginarı	4.1.2.1.18.1	Urla Gum Artichoke
Urla Sakız Enginarı	4.1.2.1.2.1	Urla Gum Artichoke
urme	8.2.3.2.11.5	urme
urme	8.2.3.3.11.4	urme
urnebes	2.6.5.2.13.5	urnebes
Urrak	5.4.3.1.20.4	Urrak
urta	2.2.7.2.6.9	urta
Urtebi Haundi	2.2.3.2.3.11	Urtebi Haundi
Urtica dioica	4.4.4.3.19.7	Urtica dioica
uru huero seeds	9.5.3.1.18.5	uru huero seeds
uru huero seeds	9.5.3.1.5.4	uru huero seeds
urucú	1.6.5.1.18.3	urucú
urucú	1.6.5.1.8.1	urucú
urucú	1.6.5.2.19.8	urucú
urucú	1.6.5.2.8.7	urucú
urucú molido	1.6.5.2.13.4	ground urucú
urucum	1.7.1.1.5.6	urucum
urucum	1.7.1.1.8.6	urucum
urucum	1.7.1.2.5.3	urucum
urucum	1.7.1.2.8.6	urucum
urucum	1.7.1.3.5.2	urucum
urucum	1.7.1.3.8.5	urucum
urucum	1.7.1.4.5.2	urucum
urucum	1.7.1.4.8.4	urucum
urucum	1.7.2.1.8.3	urucum
urucum	1.7.2.2.8.3	urucum
urucum	1.7.2.3.5.5	urucum
urucum	1.7.2.3.8.3	urucum
urucum	1.7.2.4.5.4	urucum
urucum	1.7.3.1.5.6	urucum
urucum	1.7.3.1.8.5	urucum
urucum	1.7.3.2.5.6	urucum
urucum	1.7.3.2.8.6	urucum
urucum	1.7.4.2.5.5	urucum
urucum	1.7.4.3.5.7	urucum
urucum	1.7.4.3.8.3	urucum
urucum	1.7.4.4.8.5	urucum
urucum	1.7.5.1.5.5	urucum
urucum	1.7.5.1.8.4	urucum
urucum	1.7.5.3.8.5	urucum
urucum	1.7.6.1.5.5	urucum
urucum	1.7.6.1.8.5	urucum
urucum	1.7.6.2.5.5	urucum
urucum	1.7.6.2.8.4	urucum
urucum	1.7.6.3.17.4	urucum
urucum	1.7.6.3.8.1	urucum
urucum	1.7.6.4.8.1	urucum
urucum em pasta	1.7.1.1.13.8	urucum em pasta
Urum	6.8.1.1.10.2	Urum
Urum	6.8.1.1.11.14	Urum
Urum	6.8.1.1.13.1	Urum
Urum	6.8.1.1.17.1	Urum
Urum	6.8.1.4.10.3	Urum
Urum	6.8.1.4.11.11	Urum
Urum	6.8.1.4.13.2	Urum
